student_id,year,semester,institution,course_number,credits,grade,course_description,department,course_title,record_source
4554504,2022,FALL,utexas,ME140L,1,A,"Laboratory work in electronics, instrumentation, and electromechanical system integration.",ME,Mechatronics Laboratory,raw_cleaned
4554504,2022,FALL,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4554504,2022,FALL,utexas,ME339,3,A,"Conduction, convection, radiation, and heat exchanger fundamentals.",ME,Heat Transfer,raw_cleaned
4554504,2022,FALL,utexas,ME340,3,A,"Circuits, sensors, actuators, feedback, and integration of electronics with mechanical systems.",ME,Mechatronics,raw_cleaned
4554504,2022,SPRING,utexas,ME130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4554504,2022,SPRING,utexas,ME314D,3,A,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4554504,2022,SPRING,utexas,ME318M,3,A,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4554504,2022,SPRING,utexas,ME330,3,A,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4554504,2022,SPRING,utexas,ME335,3,A,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control.",ME,Engineering Statistics,raw_cleaned
4554504,2022,SPRING,utexas,PHY105N,1,A,"Participate in an introductory electricity, magnetism, and optics laboratory.",PHY,PHY105N,raw_cleaned
4554504,2023,FALL,utexas,E316,3,A,"Introduction to masterpieces of the American literary tradition, emphasizing historical, generic, and thematic connections.",E,E316,raw_cleaned
4554504,2023,FALL,utexas,HIS315K,3,A,Survey of United States history from the colonial period through the Civil War.,HIS,HIS315K,raw_cleaned
4554504,2023,FALL,utexas,ME144L,1,A,"Modeling of engineering systems, digital simulation, system identification, frequency response, feedback control principles, and hands-on experimentation.",ME,Dynamic Systems and Controls Laboratory,raw_cleaned
4554504,2023,FALL,utexas,ME344,3,A,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient and steady-state behavior; introduction to feedback control.",ME,Dynamic Systems and Controls,raw_cleaned
4554504,2023,FALL,utexas,ME366J,3,A,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.,ME,ME366J,raw_cleaned
4554504,2023,FALL,utexas,ME369P,3,A,"Introduction to Python programming for engineering system modeling, simulation, data analysis, and software development.",ME,Application Programming for Engineers,raw_cleaned
4554504,2023,SPRING,utexas,ME338,3,A,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4554504,2023,SPRING,utexas,ME348E,3,A,"Integrated use of mechanical, electrical, and computer systems for information processing and control of machines and devices. System modeling, electromechanics, sensors and actuators, basic electronics design, signal processing and conditioning, noise and its abatement, grounding and shielding, filters, and system interfacing techniques.",ME,ME348E,raw_cleaned
4554504,2023,SPRING,utexas,ME350R,3,A,"Analysis and synthesis of motions of mechanisms used to design robotic systems across industrial, spatial, and medical applications.",ME,Robot Mechanism Design,raw_cleaned
4554504,2023,SPRING,utexas,ME353,3,A,"Evaluating the financial impact of engineering decisions, comparing alternatives with cash flow analysis, and managing project risk.",ME,Engineering Finance,raw_cleaned
4554703,2020,FALL,utexas,ARC308,3,B,"Introduction to the social contexts, potential, and consequences of architecture and interior design.",ARC,ARC308,raw_cleaned
4554703,2020,FALL,utexas,CH301,3,A-,"First semester general chemistry for science and engineering students, covering atomic structure, bonding, stoichiometry, and thermochemistry.",CH,General Chemistry I,raw_cleaned
4554703,2020,FALL,utexas,GOV310L,3,A-,"A basic survey of American government, including fundamental political institutions, federal, state, and local; special attention to the United States and Texas Constitutions.",GOV,GOV310L,raw_cleaned
4554703,2020,FALL,utexas,M408D,4,B+,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4554703,2020,FALL,utexas,ME302,3,A,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4554703,2021,FALL,utexas,M427L,4,B+,Multivariable methods and mathematical tools used in applied engineering analysis.,M,Advanced Calculus for Applications,raw_cleaned
4554703,2021,FALL,utexas,ME130L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4554703,2021,FALL,utexas,ME314D,3,A,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4554703,2021,FALL,utexas,ME318M,3,A-,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4554703,2021,FALL,utexas,ME330,3,B,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4554703,2021,SPRING,utexas,EM306,3,B,"Forces, moments, equilibrium, and engineering analysis of rigid bodies.",EM,Statics,raw_cleaned
4554703,2021,SPRING,utexas,M427J,4,A,"Differential equations, matrices, eigenvalues, and engineering applications.",M,Differential Equations with Linear Algebra,raw_cleaned
4554703,2021,SPRING,utexas,ME316T,3,B,"Properties, heat and work, the first and second laws of thermodynamics, thermodynamic processes, and introduction to ideal power cycles.",ME,Thermodynamics,raw_cleaned
4554703,2021,SPRING,utexas,ME333T,3,A-,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering.",ME,ME333T,raw_cleaned
4554703,2021,SPRING,utexas,UGS303,3,A,"Seminar-style course emphasizing critical thinking, writing, and interdisciplinary exploration.",UGS,First-Year Signature Course,raw_cleaned
4554703,2021,SUMMER,utexas,EMS319,3,A,Internal forces and deformations in solids; stress and strain in elastic and plastic solids; application to simple engineering problems.,EMS,EMS319,raw_cleaned
4554703,2021,SUMMER,utexas,ME334,3,C,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4554703,2021,SUMMER,utexas,MEN134L,1,A-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Mechanical Engineering 334.,MEN,MEN134L,raw_cleaned
4554703,2022,FALL,utexas,ME139L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Heat Transfer,raw_cleaned
4554703,2022,FALL,utexas,ME140L,1,A,"Laboratory work in electronics, instrumentation, and electromechanical system integration.",ME,Mechatronics Laboratory,raw_cleaned
4554703,2022,FALL,utexas,ME335,3,A,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control.",ME,Engineering Statistics,raw_cleaned
4554703,2022,FALL,utexas,ME338,3,A,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4554703,2022,FALL,utexas,ME339,3,A-,"Conduction, convection, radiation, and heat exchanger fundamentals.",ME,Heat Transfer,raw_cleaned
4554703,2022,FALL,utexas,ME340,3,B,"Circuits, sensors, actuators, feedback, and integration of electronics with mechanical systems.",ME,Mechatronics,raw_cleaned
4554703,2023,FALL,utexas,ME144L,1,A,"Modeling of engineering systems, digital simulation, system identification, frequency response, feedback control principles, and hands-on experimentation.",ME,Dynamic Systems and Controls Laboratory,raw_cleaned
4554703,2023,FALL,utexas,ME344,3,A-,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient and steady-state behavior; introduction to feedback control.",ME,Dynamic Systems and Controls,raw_cleaned
4554703,2023,FALL,utexas,ME353,3,A-,"Evaluating the financial impact of engineering decisions, comparing alternatives with cash flow analysis, and managing project risk.",ME,Engineering Finance,raw_cleaned
4554703,2023,FALL,utexas,ME366J,3,A-,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.,ME,ME366J,raw_cleaned
4554703,2023,FALL,utexas,ME368C,3,B+,"Study of additive manufacturing technologies, rapid prototyping, digital manufacturing workflows, and the engineering challenges associated with AM.",ME,Additive Manufacturing,raw_cleaned
4554703,2023,FALL,utexas,ME379N,3,A,"Principles of acoustics with applications drawn from audio engineering, biomedical ultrasound, industrial acoustics, noise control, and underwater sound.",ME,Engineering Acoustics,raw_cleaned
4554703,2023,SUMMER,utexas,ES316M,3,A,"Introduction to masterpieces of the American literary tradition, emphasizing historical, generic, and thematic connections.",ES,ES316M,raw_cleaned
4554703,2024,SPRING,utexas,BIO311C,3,A,"Introduction to biological energy transformation, cell structure and physiology, and gene expression.",BIO,BIO311C,raw_cleaned
4554703,2024,SPRING,utexas,HIS317L,3,A,"This course looks at the origins, growth, and development, of college football from it’s elite Ivy League school origins, to what is has become today: arguably one of the most popular sports in America. College football is steeped in rivalry, tradition, pageantry, and insane fandom. Games are literally played on almost every night of the week, and on Saturdays millions of people pile into stadiums that hold upwards of 105,000 people. College coaches make just as much as pro coaches, athletic directors are paid like NFL general managers, and the biggest college football programs generate in excess of $240M per year. However, there is also a dark side to college football: exploitation, academic misconduct, injuries, and scandal, which have been a constant thread in the sport since its founding in the late 1800s. This course will look at college football within the broader history of American history and culture.",HIS,HIS317L,raw_cleaned
4554703,2024,SPRING,utexas,ME266K,2,A,"Creative design, analysis, selection, development, and fabrication of engineering components and systems. Development of team project with faculty adviser and sponsoring engineer.",ME,ME266K,raw_cleaned
4554703,2024,SPRING,utexas,ME266P,2,A,Development of individual team project in association with faculty adviser and sponsoring project engineer.,ME,ME266P,raw_cleaned
4554703,2024,SPRING,utexas,ME379M,3,A-,Special topics course that can cover emerging mechanical engineering themes.,ME,Special Topics in Mechanical Engineering,raw_cleaned
4555929,2020,FALL,utexas,ARH302,3,A,A study of selected visual works throughout the world from prehistoric time to 1400 CE. Three lecture hours or two lecture hours and one discussion hour a week for one semester.,ARH,ARH302,raw_cleaned
4555929,2020,FALL,utexas,CH301,3,A,"First semester general chemistry for science and engineering students, covering atomic structure, bonding, stoichiometry, and thermochemistry.",CH,General Chemistry I,raw_cleaned
4555929,2020,FALL,utexas,E316P,3,CR,"Introduction to masterpieces of literature, emphasizing historical, generic, and thematic connections. Three lecture hours a week for one semester. Some sections require an additional hour a week. Prerequisite: One of the following: English 303C, Rhetoric and Writing 306, 306Q, 309J (or 309K), or Tutorial Course 303C.",E,E316P,raw_cleaned
4555929,2020,FALL,utexas,ECO304L,3,CR,"Analysis of the economy as a whole. Measurement of output, the price level, and employment. Basic theories of the determination of Gross domestic product, investment and growth, and inflation. Introduction to fiscal policy and monetary policy.",ECO,ECO304L,raw_cleaned
4555929,2020,FALL,utexas,ES102,1,A,"Restricted to engineering majors. Instruction in the learned ability to mentally manipulate two- and three-dimensional structures. The equivalent of one lecture hour a week for one semester. Engineering Studies 102 and General Engineering 119, 219, 319 (Topic: Spatial Visualization) may not both be counted. Offered on the letter-grade basis only.",ES,ES102,raw_cleaned
4555929,2020,FALL,utexas,M408C,4,CR,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions.",M,M408C,raw_cleaned
4555929,2020,FALL,utexas,M408D,4,A,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4555929,2020,FALL,utexas,ME302,3,A,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4555929,2020,FALL,utexas,PHY103M,1,CR,"Two laboratory hours a week for one semester. Only one of the following may be counted: Physics 101L, 102M, 103M, 105M, 117M. Prerequisite: Credit with a grade of at least C- or registration for Physics 303K.",PHY,PHY103M,raw_cleaned
4555929,2020,FALL,utexas,PHY103N,1,CR,"Two laboratory hours and one discussion hour a week for one semester. Only one of the following may be counted:_hysics 102N,?03N,?05N,?16L,?17N. Prerequisite: Credit with a grade of at least C- or registration for_hysics 303L.",PHY,PHY103N,raw_cleaned
4555929,2020,FALL,utexas,PHY303K,3,CR,"A general survey of physics; primarily laws of motion, heat, and wave phenomena.",PHY,PHY303K,raw_cleaned
4555929,2020,FALL,utexas,PHY303L,3,CR,"Electricity and magnetism, optics, and atomic phenomena.",PHY,PHY303L,raw_cleaned
4555929,2020,FALL,utexas,RHE306,3,CR,An introductory writing course that includes instruction in practical reasoning and the principles of rhetoric.,RHE,RHE306,raw_cleaned
4555929,2021,FALL,utexas,EM319,3,A,"Stress, strain, deformation, torsion, and failure concepts for engineering materials and structures.",EM,Mechanics of Solids,raw_cleaned
4555929,2021,FALL,utexas,M427L,4,A,Multivariable methods and mathematical tools used in applied engineering analysis.,M,Advanced Calculus for Applications,raw_cleaned
4555929,2021,FALL,utexas,ME316T,3,A,"Properties, heat and work, the first and second laws of thermodynamics, thermodynamic processes, and introduction to ideal power cycles.",ME,Thermodynamics,raw_cleaned
4555929,2021,FALL,utexas,ME318M,3,A,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4555929,2021,SPRING,utexas,CS312,3,CR,"First part of a two-part sequence in programming. Fundamental concepts of structured programming; procedures and data structures with a focus on problem solving strategies and implementation; introduction to concepts of informal specification, informal reasoning about program behavior, debugging, and ad hoc testing. Three lecture hours and one discussion hour a week for one semester. Only one of the following courses may be counted: Computer Science 303E, 312, 312H. Credit for Computer Science 312 may not be earned after a student has received credit for Computer Science 314 or 314H. Prerequisite: Credit with a grade of at least C- or registration for Mathematics 408C, 408K, or 408N.",CS,CS312,raw_cleaned
4555929,2021,SPRING,utexas,EM306,3,CR,"Forces, moments, equilibrium, and engineering analysis of rigid bodies.",EM,Statics,raw_cleaned
4555929,2021,SPRING,utexas,M427J,4,A,"Differential equations, matrices, eigenvalues, and engineering applications.",M,Differential Equations with Linear Algebra,raw_cleaned
4555929,2021,SPRING,utexas,ME177K,1,A,"Independent project carried out under the supervision of a faculty member in mechanical engineering. Student prepares a project proposal and a final report, each of which is evaluated by the faculty committee on individual projects. For 177K, three to five laboratory hours and one consultation hour with the faculty supervisor a week for one semester; for 277K, five to ten laboratory hours and one consultation hour with the faculty supervisor a week for one semester; for 377K, ten to fifteen laboratory hours and one consultation hour with the faculty supervisor a week for one semester. Only one of the following may be counted: Mechanical Engineering 325L, 362K, 371K, 177K, 277K, 377K. Prerequisite: A University grade point average of at least 2.50 and a grade point average in the major of at least 2.50; and approval of project proposal by the faculty committee on individual projects.",ME,ME177K,raw_cleaned
4555929,2021,SPRING,utexas,ME333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering.",ME,ME333T,raw_cleaned
4555929,2021,SPRING,utexas,UGS303,3,A,"Seminar-style course emphasizing critical thinking, writing, and interdisciplinary exploration.",UGS,First-Year Signature Course,raw_cleaned
4555929,2021,SUMMER,utexas,GOV312L,3,A,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution.",GOV,GOV312L,raw_cleaned
4555929,2021,SUMMER,utexas,HIS315L,3,A,Survey of United States history since the Civil War. Three lecture hours or two lecture hours and one discussion hour a week for one semester.,HIS,HIS315L,raw_cleaned
4555929,2022,FALL,utexas,ME130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4555929,2022,FALL,utexas,ME144L,1,A,"Modeling of engineering systems, digital simulation, system identification, frequency response, feedback control principles, and hands-on experimentation.",ME,Dynamic Systems and Controls Laboratory,raw_cleaned
4555929,2022,FALL,utexas,ME177K,1,A,"Independent project carried out under the supervision of a faculty member in mechanical engineering. Student prepares a project proposal and a final report, each of which is evaluated by the faculty committee on individual projects. For 177K, three to five laboratory hours and one consultation hour with the faculty supervisor a week for one semester; for 277K, five to ten laboratory hours and one consultation hour with the faculty supervisor a week for one semester; for 377K, ten to fifteen laboratory hours and one consultation hour with the faculty supervisor a week for one semester. Only one of the following may be counted: Mechanical Engineering 325L, 362K, 371K, 177K, 277K, 377K. Prerequisite: A University grade point average of at least 2.50 and a grade point average in the major of at least 2.50; and approval of project proposal by the faculty committee on individual projects.",ME,ME177K,raw_cleaned
4555929,2022,FALL,utexas,ME330,3,A-,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4555929,2022,FALL,utexas,ME335,3,B+,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control.",ME,Engineering Statistics,raw_cleaned
4555929,2022,FALL,utexas,ME344,3,B+,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient and steady-state behavior; introduction to feedback control.",ME,Dynamic Systems and Controls,raw_cleaned
4555929,2022,SPRING,utexas,HIS315G,3,A,Same as American Studies 310. An interdisciplinary introduction to the historical exploration of American culture. Three lecture hours a week for one semester. American Studies 310 and History 315G may not both be counted.,HIS,HIS315G,raw_cleaned
4555929,2022,SPRING,utexas,ME134L,1,A,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Materials Engineering.,ME,Materials Engineering Laboratory,raw_cleaned
4555929,2022,SPRING,utexas,ME140,1,A,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study in design, prototyping, and testing with electrical and electronics components and electromechanical devices. One lecture hour and two laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 340.",ME,ME140,raw_cleaned
4555929,2022,SPRING,utexas,ME314D,3,A-,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4555929,2022,SPRING,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4555929,2022,SPRING,utexas,ME340,3,A-,"Circuits, sensors, actuators, feedback, and integration of electronics with mechanical systems.",ME,Mechatronics,raw_cleaned
4555929,2023,FALL,utexas,GOV310L,3,CR,"A basic survey of American government, including fundamental political institutions, federal, state, and local; special attention to the United States and Texas Constitutions.",GOV,GOV310L,raw_cleaned
4555929,2023,FALL,utexas,ME348E,3,A,"Integrated use of mechanical, electrical, and computer systems for information processing and control of machines and devices. System modeling, electromechanics, sensors and actuators, basic electronics design, signal processing and conditioning, noise and its abatement, grounding and shielding, filters, and system interfacing techniques.",ME,ME348E,raw_cleaned
4555929,2023,FALL,utexas,ME366J,3,A,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.,ME,ME366J,raw_cleaned
4555929,2023,FALL,utexas,PED103L,1,A,"Introduction to popular social dances, including swing, waltz, bachata, nightclub two-step, cross-step waltz, salsa, west coast swing, and tango. Emphasis on connecting with a dance partner and the art of leading and following. Must register for the role you want to learn: lead or follow. Only one of the following may be counted: Kinesiology 119 (Topic 16), Kinesiology 119 (Topic 20), Physical Education 103L (Topic 1), 103L (Topic 7).",PED,PED103L,raw_cleaned
4555929,2023,FALL,utexas,PHL301K,3,A,"Same as Classical Civilization 304C (Topic 6). Primarily for lower-division students. An introduction to the philosophical achievements of the ancient world, concentrating on Plato and Aristotle. Three lecture hours or two lecture hours and one discussion hour a week for one semester. Only one of the following may be counted: Classical Civilization 304C (Topic: Ancient Philosophy), 304C (Topic 6), Philosophy 301K.",PHL,PHL301K,raw_cleaned
4555929,2023,SPRING,utexas,ME139L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Heat Transfer,raw_cleaned
4555929,2023,SPRING,utexas,ME338,3,B,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4555929,2023,SPRING,utexas,ME339,3,A-,"Conduction, convection, radiation, and heat exchanger fundamentals.",ME,Heat Transfer,raw_cleaned
4555929,2023,SPRING,utexas,ME350R,3,B,"Analysis and synthesis of motions of mechanisms used to design robotic systems across industrial, spatial, and medical applications.",ME,Robot Mechanism Design,raw_cleaned
4555929,2023,SPRING,utexas,ME353,3,A,"Evaluating the financial impact of engineering decisions, comparing alternatives with cash flow analysis, and managing project risk.",ME,Engineering Finance,raw_cleaned
4555929,2024,SPRING,utexas,ME266K,2,IP,"Creative design, analysis, selection, development, and fabrication of engineering components and systems. Development of team project with faculty adviser and sponsoring engineer.",ME,ME266K,raw_cleaned
4555929,2024,SPRING,utexas,ME266P,2,IP,Development of individual team project in association with faculty adviser and sponsoring project engineer.,ME,ME266P,raw_cleaned
4555929,2024,SPRING,utexas,ME355K,3,IP,"Time-domain and frequency-domain analysis of vibrating systems; matrix methods, instrumentation, and vibration control; numerical methods.",ME,ME355K,raw_cleaned
4555929,2024,SPRING,utexas,ME379M,3,IP,Special topics course that can cover emerging mechanical engineering themes.,ME,Special Topics in Mechanical Engineering,raw_cleaned
4555929,2024,SPRING,utexas,PED103L,1,IP,"Introduction to popular social dances, including swing, waltz, bachata, nightclub two-step, cross-step waltz, salsa, west coast swing, and tango. Emphasis on connecting with a dance partner and the art of leading and following. Must register for the role you want to learn: lead or follow. Only one of the following may be counted: Kinesiology 119 (Topic 16), Kinesiology 119 (Topic 20), Physical Education 103L (Topic 1), 103L (Topic 7).",PED,PED103L,raw_cleaned
4556397,2020,FALL,utexas,CH301,3,A,"First semester general chemistry for science and engineering students, covering atomic structure, bonding, stoichiometry, and thermochemistry.",CH,General Chemistry I,raw_cleaned
4556397,2020,FALL,utexas,M408D,4,A,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4556397,2020,FALL,utexas,ME302,3,A,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4556397,2020,FALL,utexas,RHE306,3,A,An introductory writing course that includes instruction in practical reasoning and the principles of rhetoric.,RHE,RHE306,raw_cleaned
4556397,2020,FALL,utexas,TD301,3,A,Open to all University students except majors in the Department of Theatre and Dance. A study of theatrical texts and practices of the past and present. Three lecture hours a week for one semester; attendance at all major productions of the department is required.,TD,TD301,raw_cleaned
4556397,2021,FALL,utexas,CH302,3,A,"Development and application of concepts, theories, and laws underlying chemistry.",CH,CH302,raw_cleaned
4556397,2021,FALL,utexas,CH317,3,A,"Principles and applications of material and energy balances in process analysis. Three lecture hours and one to two recitation hours a week for one semester. Chemical engineering majors must make a grade of at least C- in this course in order to take upper-division courses in chemical engineering. Prerequisite: Chemical Engineering 210, Chemistry 302, and Mathematics 408D with a grade of at least C- in each.",CH,CH317,raw_cleaned
4556397,2021,FALL,utexas,CHE210,2,A,"Restricted to chemical engineering majors. Computer programming focusing on basics of computing, high-level programming environments, and spreadsheets, with application to chemical engineering. Two lecture hours and one laboratory hour a week for one semester. Chemical engineering majors must make a grade of at least C- in this course.",CHE,CHE210,raw_cleaned
4556397,2021,FALL,utexas,HIS317L,3,A,"This course looks at the origins, growth, and development, of college football from it’s elite Ivy League school origins, to what is has become today: arguably one of the most popular sports in America. College football is steeped in rivalry, tradition, pageantry, and insane fandom. Games are literally played on almost every night of the week, and on Saturdays millions of people pile into stadiums that hold upwards of 105,000 people. College coaches make just as much as pro coaches, athletic directors are paid like NFL general managers, and the biggest college football programs generate in excess of $240M per year. However, there is also a dark side to college football: exploitation, academic misconduct, injuries, and scandal, which have been a constant thread in the sport since its founding in the late 1800s. This course will look at college football within the broader history of American history and culture.",HIS,HIS317L,raw_cleaned
4556397,2021,FALL,utexas,PHY105N,1,A,"Participate in an introductory electricity, magnetism, and optics laboratory.",PHY,PHY105N,raw_cleaned
4556397,2021,FALL,utexas,PHY303L,3,A,"Electricity and magnetism, optics, and atomic phenomena.",PHY,PHY303L,raw_cleaned
4556397,2021,SPRING,utexas,CHE333T,3,A,"Advanced technical communication skills, with emphasis on writing strategies for technical documents, oral presentations, and visual aids. Three lecture hours a week for one semester. Only one of the following may be counted: Aerospace Engineering 333T, Biomedical Engineering 333T, Communication 333T, Civil Engineering 333T, Chemical Engineering 333T, Electrical and Computer Engineering 333T, Electrical Engineering 333T, Engineering Studies 333T, Mechanical Engineering 333T, Petroleum and Geosystems Engineering 333T. Prerequisite: Rhetoric and Writing 306 with a grade of at least C-.",CHE,CHE333T,raw_cleaned
4556397,2021,SPRING,utexas,GOV310L,3,A,"A basic survey of American government, including fundamental political institutions, federal, state, and local; special attention to the United States and Texas Constitutions.",GOV,GOV310L,raw_cleaned
4556397,2021,SPRING,utexas,M427J,4,A,"Differential equations, matrices, eigenvalues, and engineering applications.",M,Differential Equations with Linear Algebra,raw_cleaned
4556397,2021,SPRING,utexas,PHY301M,1,A,"Designed for students who intend to major in science or mathematics. Three lecture hours a week for one semester. Only one of the following may be counted: Physical Science 303, Physics 301, 302K, 303K, 309K, 317K. Prerequisite: Credit with a grade of at least C- or registration in Mathematics 408D, 408L, or 408S, and Physics 101L; and an appropriate score on the physics assessment exam.",PHY,PHY301M,raw_cleaned
4556397,2021,SPRING,utexas,PHY303K,3,A,"A general survey of physics; primarily laws of motion, heat, and wave phenomena.",PHY,PHY303K,raw_cleaned
4556397,2022,FALL,utexas,EM319,3,B,"Stress, strain, deformation, torsion, and failure concepts for engineering materials and structures.",EM,Mechanics of Solids,raw_cleaned
4556397,2022,FALL,utexas,ME130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4556397,2022,FALL,utexas,ME134L,1,A,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Materials Engineering.,ME,Materials Engineering Laboratory,raw_cleaned
4556397,2022,FALL,utexas,ME314D,3,B-,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4556397,2022,FALL,utexas,ME330,3,A,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4556397,2022,FALL,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4556397,2022,FALL,utexas,UGS303,3,A,"Seminar-style course emphasizing critical thinking, writing, and interdisciplinary exploration.",UGS,First-Year Signature Course,raw_cleaned
4556397,2022,SPRING,utexas,EM306,3,B,"Forces, moments, equilibrium, and engineering analysis of rigid bodies.",EM,Statics,raw_cleaned
4556397,2022,SPRING,utexas,M427L,4,B,Multivariable methods and mathematical tools used in applied engineering analysis.,M,Advanced Calculus for Applications,raw_cleaned
4556397,2022,SPRING,utexas,ME316T,3,B,"Properties, heat and work, the first and second laws of thermodynamics, thermodynamic processes, and introduction to ideal power cycles.",ME,Thermodynamics,raw_cleaned
4556397,2022,SPRING,utexas,ME318M,3,A,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4556397,2023,FALL,utexas,GOV312L,3,A,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution.",GOV,GOV312L,raw_cleaned
4556397,2023,FALL,utexas,HIS315L,3,CR,Survey of United States history since the Civil War. Three lecture hours or two lecture hours and one discussion hour a week for one semester.,HIS,HIS315L,raw_cleaned
4556397,2023,FALL,utexas,M408C,4,CR,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions.",M,M408C,raw_cleaned
4556397,2023,FALL,utexas,ME144L,1,A,"Modeling of engineering systems, digital simulation, system identification, frequency response, feedback control principles, and hands-on experimentation.",ME,Dynamic Systems and Controls Laboratory,raw_cleaned
